year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,manually_replaced_url,performance_id,fraction_of_total_points,fraction_of_jury_points,fraction_of_tele_points,views,upload_date,likes,comments,video_title,fraction_of_views,view_rank,point_rank,weighted_average_total_rank,point_jury_rank,point_tele_rank,spotify_popularity,notes
2006,ru,Russia,Dima Bilan,Never Let You Go,2,0,10,13,2,248,3,217,,,,,Alexander Lunyev,Irina Antonyan;Karen Kavaleryan,"Heavy clouds, no rain, and every move causes pain\nReady kiss, but no love, I feel I'm torn in half\nBurning look, but no heat, it's not you really need\nBaby, now it's happened with us\nWe are dancing on broken glass\nCan't stand no more\n\nNever, never let you go\nYou are the one I'm searching for\nFlesh of my flesh, bone of my bone\nLove's carving it in the stone\n\nNever, never let you go\nReturn the days we had before\nSoul of my soul, blood of my blood\nLove's carving it in my heart\n\nGentle words, no aim, it seems we're playing a game\nEasy smile, but no fun, sweet music for no one\nClose embrace, but no more, cold champagne we forgot to pour\nBaby, now it's happened with us\nWe are dancing on broken glass\nCan't stand no more\n\nNever, never let you go\nYou are the one I'm searching for\nFlesh of my flesh, bone of my bone\nLove's carving it in the stone\n\nNever, never let you go\nReturn the days we had before\nSoul of my soul, blood of my blood\nLove's carving it in my heart\n\nLove's carving it in my heart\nOoh... baby, now it's happened with us\nWe are dancing on broken glass\n(Can't stand no more)\n\nNever, never let you go\nYou are the one I'm searching for\nFlesh of my flesh, bone of my bone\nLove's carving it in the stone\n\nNever, never let you go\nReturn the days we had before\nSoul of my soul, blood of my blood\nLove's carving it in my heart\n\nNever, never let you go\nYou are the one I'm searching for\nFlesh of my flesh, bone of my bone\nLove's carving it in the stone\n\nNever, never let you go\nReturn the days we had before\nSoul of my soul, blood of my blood\nLove's carving it in my heart\n\nLove's carving it in my heart",https://youtube.com/watch?v=waYpnAexrUA,,2006-ru,0.112522686025408,,,7482467,20111226,61248,5300,Dima Bilan - Never Let You Go - Russia ðŸ‡·ðŸ‡º - Grand Final - Eurovision 2006,0.0226704218645232,11,5,7,,,35,"Fixed, 0 was incorrect"
2015,ru,Russia,Polina Gagarina,A Million Voices,2,1,25,12,2,303,1,182,286,247,,,Gabriel Alares;Joakim BjÃ¶rnberg;Katrina Noorbergen;Leonid Gutkin;Vladimir Matetsky,,We are the world's people\nDifferent yet we're the same\nWe believe\nWe believe in a dream\n\nPraying for peace and healing\nI hope we can start again\nWe believe\nWe believe in a dream\n\nSo if you ever feel love is fading\nTogether like the stars in the sky\nWe can sing\nWe can shine\n\nWhen you hear our voices call\nYou won't be lonely anymore\nA million voices\nYour heart is like a beating drum\nBurning brighter than the sun\nA million voices\n\nNow as the world is listening\nFrom cities and satellites\nWe believe\nWe believe\nIn a dream\n\nIf you ever feel love is fading\nTogether like the stars in the sky\nWe can sing\nWe can shine\n\nWhen you hear our voices call\nYou won't be lonely anymore\nA million voices\nYour heart is like a beating drum\nBurning brighter than the sun\nA million voices\n\nWhen I look around at these faces\nI can see the stars in the sky\nWe will sing\nWe will shine\n\n(When you hear our voices call\nYou won't be lonely anymore)\nA million voices\n\nSinging out\nSinging out\nOoh\nSinging out\nSinging out\nOoh\nSinging out\nA million voices\n\nSinging out\nSinging out\nOoh\nSinging out\nSinging out\nOoh\nSinging out\nA million voices\n\nA million voices,https://youtube.com/watch?v=Q2gbKglCL5s,,2015-ru,0.130603448275862,0.0961089494163424,0.123275862068966,32890069,20150519,297104,24000,Polina Gagarina - A Million Voices (Russia) - LIVE at Eurovision 2015: Semi-Final 1,0.0498048520066692,4,5,7,10,7,1,Unreliable
2007,ua,Ukraine,Verka Serduchka,Dancing Lasha Tumbai,2,,18,,2,235,,,,,,,Andrei Danilko,,"Hello everybody, my name is Verka Serduchka \nMe English  nicht verstehen \nLet's speak dance \n\nSieben, sieben,  ai lju-lju \nSieben, sieben, ein, zwei \nSieben, sieben,  ai lju-lju \nEin, zwei, drei \n\nSieben, sieben,  ai lju-lju \nSieben, sieben, ein, zwei \nSieben, sieben,  ai lju-lju \nNur ein, zwei, drei \nTanzen \n\nIch lieben \nOoh ooh...\n\nSieben, sieben,  ai lju-lju \nSieben, sieben, ein, zwei \nSieben, sieben,  ai lju-lju \nNur ein, zwei, drei \n\nSieben, sieben,  ai lju-lju \nSieben, sieben, ein, zwei \nSieben, sieben,  ai lju-lju \nNur ein, zwei, drei \nTanzen \n\nTancjevat' khoroÅ¡o \nNu, nu, nu \nMaladci \n\nI want to see â€“ aha... \nI want to see â€“ aha... \nI want to see â€“ aha... \nI want to see \nI love you \n\nI want to see  â€“ Lasha Tumbai\nI want to see  â€“ Lasha Tumbai\nI want to see  â€“ Lasha Tumbai\nI want to see \nTanzen \n\nNaina nainuna... nai nananu nanuna...\nNaina nainuna... nai nananu nanuna...\nNaina nainuna... nai nananu nanuna...\nNaina nainuna...\n\nI want to see â€“ aha... \nI want to see â€“ aha... \nI want to see â€“ aha... \nI want to see \nI love you \n\nI want to see  â€“ Lasha Tumbai\nI want to see  â€“ Lasha Tumbai\nI want to see  â€“ Lasha Tumbai\nI want to see \nTanzen \n\nRuchki, ruchki ye \nNu, nu, nu  Helsinki\nUkrajina â€“ ce kruto? (Kruto) \nA Ukrajina â€“ ce kl'jovo? (Kl'jovo) \nTancuje  Europe \n\nNaina nainuna... nai nananu nanuna...\nNaina nainuna... nai nananu nanuna...\nNaina nainuna... nai nananu nanuna...\nNaina nainuna... nai nananu nanuna...\n\nNaina nainuna... nai nananu nanuna...\nNaina nainuna... nai nananu nanuna...\nNaina nainuna... nai nananu nanuna...\nNaina nainuna... nai nananu nanuna...\n\nOkay, happy end",https://youtube.com/watch?v=hfjHJneVonE,,2007-ua,0.0964696223316913,,,51771517,20120112,491588,36000,Verka Serduchka - Dancing Lasha Tumbai | Ukraine ðŸ‡ºðŸ‡¦ | Grand Final - Eurovision 2007,0.15685764213278,2,10,7.33333333333333,,,59,"Fixed, 0 was incorrect"
2008,ru,Russia,Dima Bilan,Believe,1,1,24,18,1,272,3,135,,,,,Jim Beanz,Dima Bilan,"Even when the thunder and storm begins\nI'll be standing strong like a tree in the wind\nNothing's gonna move this mountain\nOr change my direction\n\nI'm falling off the sky\nAnd I'm all alone\nThe courage that's inside's gonna break my fall\nNothing's gonna dim my light within\n\nBut if I keep going on\nIt will never be impossible\nNot today\n\n'Cause I've got something to believe in\nAs long as I'm breathing\nThere is not a limit to what I can dream\n\n'Cause I've got something to believe in\nMission to keep climbing\nNothing else can stop me if I just believe\nAnd I believe in me\n\nEven when the world tries to pull me down\nTell me that I can't, try to turn me around\nI won't let them put my fire out, without no\n\nBut if I keep going on\nIt will never be impossible\nNot today\n\nYes, I've got something to believe in\nAs long as I'm breathing\nThere is not a limit to what I can dream\n\n'Cause I've got something to believe in\nMission to keep climbing\nNothing else can stop me if I just believe\n\nAnd I believe I can do it all\nOpen every door\nTurn unthinkable to reality\nYou'll see, I can do it all and more\n\nBelieving, as long as I'm breathing\nThere is not a limit to what I can dream\nBelieving, mission to keep climbing\nNothing else can stop me if I just believe\nAnd I believe in me",https://youtube.com/watch?v=-72s4WzUcKI,,2008-ru,0.10906174819567,,,11742675,20120402,97453,9300,Dima Bilan - Believe - Russia ðŸ‡·ðŸ‡º - Grand Final - Eurovision 2008,0.0355780247434423,9,7,7.66666666666667,,,41,Accurate
2017,pt,Portugal,Salvador Sobral,Amar Pelos Dois,1,1,11,9,1,758,1,370,376,382,197,173,LuÃ­sa Sobral,,"Se um dia alguÃ©m perguntar por mim\nDiz que vivi para te amar\nAntes de ti sÃ³ existi\nCansado e sem nada p'ra dar\n\nMeu bem, ouve as minhas preces\nPeÃ§o que regresses, que me voltes a querer\nEu sei que nÃ£o se ama sozinho\nTalvez devagarinho possas voltar a aprender\n\nMeu bem, ouve as minhas preces\nPeÃ§o que regresses, que me voltes a querer\nEu sei que nÃ£o se ama sozinho\nTalvez devagarinho possas voltar a aprender\n\nSe o teu coraÃ§Ã£o nÃ£o quiser ceder\nNÃ£o sentir paixÃ£o, nÃ£o quiser sofrer\nSem fazer planos do que virÃ¡ depois\nO meu coraÃ§Ã£o pode amar pelos dois",https://youtube.com/watch?v=Qotooj7ODCM,,2017-pt,0.155582922824302,0.156814449917898,0.154351395730706,14473388,20170513,140994,14000,Salvador Sobral - Amar Pelos Dois (Portugal) LIVE at the 2017 Eurovision Song Contest,0.0113326856814059,18,1,8,3,3,54,Accurate
2006,ba,Bosnia & Herzegovina,Hari Mata Hari,Lejla,3,0,13,22,3,229,2,267,,,,,Å½eljko JoksimoviÄ‡,Dejan IvanoviÄ‡;Fahrudin Pecikoza-Peca,"Niz polje vjetar miriÅ¡e\nI bol me prati kao sjena\nDa l' negdje za mnom uzdiÅ¡eÅ¡?\nGdje si od mene sakrivena?\n\nU kosu stavi ruzmarin\nI jedan cvijet kraj Å¡adrvana\nLejla, zar bi mogla ti drugog voljeti?\n\nAko te sutra zaprose\nZnaj tamo neÄ‡u biti ja\nLako se tuge oproste\nAl' samo ljubav nikada\n\nZar bi mogla ti drugog voljeti?\n\nGolube, moj golube\nNosi joj suze mjesto pjesme\nJa odlazim k'o da sam kriv\nÅ to voljeh onu koju ne smijem\n\nGolube, moj golube\nNosi joj suze mjesto pjesme\nOdlazim k'o da sam kriv\nÅ to voljeh tebe koju ne smijem\n\nÅ to voljeh tebe, Lejla\n(Golube, moj golube)",https://youtube.com/watch?v=SXlIN3mcsH4,,2006-ba,0.103901996370236,,,10121768,20111226,60640,4800,Hari Mata Hari - Lejla - Bosnia and Herzegovina - Grand Final - Eurovision 2006,0.0306669913244965,10,8,8.66666666666667,,,39,"Fixed, 0 was incorrect"
2021,it,Italy,MÃ¥neskin,Zitti e buoni,1,,24,,1,524,,,318,206,,,Damiano David;Ethan Torchio;Thomas Raggi;Victoria De Angelis,,"Zitti e buoni\n\nLoro non sanno di che parlo\nVestiti sporchi fra' di fango\nGiallo di siga' fra le dita\nIo con la siga' camminando\n\nScusami ma ci credo tanto\nChe posso fare questo salto\nAnche se la strada Ã¨ in salita\nPer questo ora mi sto allenando\n\nE buonasera signore e signori\nFuori gli attori\nVi conviene non fare piÃ¹ errori\nVi conviene stare zitti e buoni\nQui la gente Ã¨ strana tipo spacciatori\n\nTroppe notti stavo chiuso fuori\nMo' li prendo a calci 'sti portoni\nSguardo in alto tipo scalatori\nQuindi scusa mamma se sto sempre fuori, ma\n\nSono fuori di testa ma diverso da loro\nE tu sei fuori di testa ma diversa da loro\nSiamo fuori di testa ma diversi da loro\nSiamo fuori di testa ma diversi da loro\n\nIo, ho scritto pagine e pagine\nHo visto sale poi lacrime\nQuesti uomini in macchina\nNon scalare le rapide\n\nScritto sopra una lapide\nIn casa mia non c'Ã¨ Dio\nMa se trovi il senso del tempo\nRisalirai dal tuo oblio\n\nE non c'Ã¨ vento che fermi\nLa naturale potenza\nDal punto giusto di vista\nDel vento senti l'ebrezza\n\nCon ali in cera alla schiena\nRicercherÃ² quell'altezza\nSe vuoi fermarmi ritenta\nProva a tagliarmi la testa perchÃ¨\n\nSono fuori di testa ma diverso da loro\nE tu sei fuori di testa ma diversa da loro\nSiamo fuori di testa ma diversi da loro\nSiamo fuori di testa ma diversi da loro\n\nParla la gente purtroppo\nParla non sa di che cosa parla\nTu portami dove sto a galla\nChe qui mi manca l'aria\nParla la gente purtroppo\nParla non sa di che cosa parla\nTu portami dove sto a galla\nChe qui mi manca l'aria\n\nParla la gente purtroppo\nParla non sa di che cosa parla\nTu portami dove sto a galla\nChe qui mi manca l'aria\n\nSono fuori di testa ma diverso da loro\nE tu sei fuori di testa ma diversa da loro\nSiamo fuori di testa ma diversi da loro\nSiamo fuori di testa ma diverÑ•i dÐ° loro",https://youtube.com/watch?v=RVH5dn1cxAQ,,2021-it,0.115826702033599,0.0910698496905393,0.140583554376658,105824257,20210522,1686272,98000,MÃ¥neskin - Zitti E Buoni - Italy ðŸ‡®ðŸ‡¹ - Grand Final - Eurovision 2021,0.0828605605024421,1,8,9.33333333333333,20,7,75,"Was 61, another version had higher value"
2004,tr,Turkey,Athena,For Real,4,,22,,4,195,,,,,,,GÃ¶khan Ã–zoÄŸuz;Hakan Ã–zoÄŸuz,,"Oh... come on up, come on up, come on up now\nWhat you doin', what you waitin' for?\nOh... it's time to push it, break it, rush it\nDon't ever let life pass you by\n\nAll I know is you don't want to be part of the crowd\nRealise yourself\n\nYou say it but don't feel it\nWhat you sayin' has no meanin'\nDon't hide your soul\nFor real, I'm for real\nCome on up\n\nI wanna bring you up\nI wanna bring you up\nI wanna bring you up\nI wanna bring you up\nDo you want? Do you want?\nUp, I wanna bring you up, up\nI wanna bring you up\n\nPlease, please, no questions, no answers\nNo more running around in circles\nAre you in? Are you out?\nDo you know your way out?\nLet me take you up in the sky\n\nFor real, I'm for real\nCome on up\n\nI wanna bring you up\nI wanna bring you up\nI wanna bring you up\nI wanna bring you up\nDo you want? Do you want?\nUp, I wanna bring you up, up\nI wanna bring you up\n\nI wanna bring you up\nI wanna bring you up\nI wanna bring you up\nI wanna bring you up\nDo you want? Do you want?\nUp, I wanna bring you up, up\nI wanna bring you...\n\nCome on, come on\nRisin' up now, risin' up now",https://youtube.com/watch?v=pipamUl14A4,,2004-tr,0.0933908045977011,,,12318604,20130225,92803,8800,Athena - For Real - TÃ¼rkiye ðŸ‡¹ðŸ‡· - Grand Final - Eurovision 2004,0.0373229777641523,7,11,9.66666666666667,,,38,"Fixed, 20 was for a lower streamed version"
2023,se,Sweden,Loreen,Tattoo,1,,9,,1,583,,,243,340,,,Jimmy Jansson;Jimmy Joker;Loreen;Moa Carlebecker;Peter BostrÃ¶m;Thomas G:son,,Tattoo\n\nI don't wanna go\nBut baby we both know\nThis is not our time\nIt's time to say goodbye\n\nUntil we meet again\n'Cause this is not the end\nIt will come a day\nWhen we will find our way\n\nViolins playing and the angels crying\nWhen the stars align then I'll be there\n\nNo I don't care about them all\n'Cause all I want is to be loved\nAnd all I care about is you\nYou stuck on me like a tattoo\n\nNo I don't care about the pain\nI'll walk through fire and through rain\nJust to get closer to you\nYou stuck on me like a tattoo\n\nI'm letting my hair down\nI'm taking it cool\nYou got my heart in your hand\nDon't lose it my friend\nIt's all that I got\n\nViolins playing and the angels crying\nWhen the stars align then I'll be there\n\nNo I don't care about them all\n'Cause all I want is to be loved\nAnd all I care about is you\nYou stuck on me like a tattoo\n\nNo I don't care about the pain\nI'll walk through fire and through rain\nJust to get closer to you\nYou stuck on me like a tattoo\n\nOh I don't care about them all\n'Cause all I want is to be loved\nAnd all I care about is you\nYou stuck on me like a tattoo\n\nI don't care about the pain\nI'll walk through fire and through rain\nJust to get closer to you\nYou stuck on me like a tattoo\n\nAll I care about is love\nOh oh oh\nAll I care about is love\n\nYou Ñ•tuck on me like a tÐ°ttoo,https://youtube.com/watch?v=BE2Fj0W4jP4,,2023-se,0.134022988505747,0.158434296365331,0.110254083484574,24679079,20230513,228219,43000,Loreen - Tattoo (LIVE) | EUROVISION WINNER | Sweden ðŸ‡¸ðŸ‡ª | Grand Final | Eurovision 2023,0.0193237578660632,13,4,10,2,15,83,Accurate
2005,gr,Greece,Helena Paparizou,My Number One,1,,19,,1,230,,,,,,,Christos Dantis,Christos Dantis;Natalia Germanou,"You're my lover\nUndercover\nYou're my sacred passion and I have no other\n\nYou're delicious\nSo capricious\nIf I find out you don't want me, I'll be vicious\n\nSay you love me\nAnd you'll have me\nIn your arms forever and I won't forget it\n\nSay you miss me\nCome and kiss me\nTake me up to heaven and you won't regret it\n\nYou are the one\nYou're my number one\nThe only treasure I'll ever have\nYou are the one\nYou're my number one\nAnything for you 'cause you're the one I love\n\nYou're my lover\nUndercover\nYou're my sacred passion and I have no other\n\nYou're a fire\nAnd desire\nWhen I kiss your lips, you know, you take me higher\n\nYou're addiction\nMy conviction\nYou're my passion, my relief, my crucifixion\n\nNever leave me\nAnd believe me\nYou will be the sun into my raining season\n\nNever leave me\nAnd believe me\nIn my empty life you'll be the only reason\n\nYou are the one\nYou're my number one\nThe only treasure I'll ever have\nYou are the one\nYou're my number one\nAnything for you 'cause you're the one I love\n\nYou're my lover\nUndercover\nYou're my sacred passion and I have no other\n\nYou are the one\nYou're my number one\nThe only treasure I'll ever have\nYou are the one\nYou're my number one\nAnything for you 'cause you're the one I love\n\nYou're my lover\nUndercover\nYou're my sacred passion and I have no other",https://youtube.com/watch?v=ghQZojJWxKI,,2005-gr,0.101679929266136,,,4882220,20111127,23545,2000,Helena Paparizou - My Number One (Greece) 2005 Eurovision Song Contest,0.0147921784400001,16,9,11.3333333333333,,,60,Accurate
2021,fr,France,Barbara Pravi,VoilÃ ,2,,20,,2,499,,,251,248,,,Barbara Pravi;Igit,Barbara Pravi;Igit;Lili Poe,"VoilÃ \n\nÃ‰coutez moi\nMoi la chanteuse Ã  demi\nParlez de moi\nÃ€ vos amours, Ã  vos amis\nParler leur de cette fille aux yeux noirs et de son rÃªve fou\nMoi c'que j'veux c'est Ã©crire des histoires qui arrivent jusqu'Ã  vous\nC'est tout\n\nVoilÃ , voilÃ , voilÃ , voilÃ  qui je suis\nMe voilÃ  mÃªme si mise Ã  nue j'ai peur, oui\nMe voilÃ  dans le bruit et dans le silence\n\nRegardez moi, ou du moins ce qu'il en reste\nRegardez moi, avant que je me dÃ©teste\nQuoi vous dire, que les lÃ¨vres d'une autre ne vous diront pas\nC'est peu de chose mais moi tout ce que j'ai je le dÃ©pose lÃ , voilÃ \n\nVoilÃ , voilÃ , voilÃ , voilÃ  qui je suis\nMe voilÃ  mÃªme si mise Ã  nue c'est fini\nC'est ma gueule c'est mon cri, me voilÃ  tant pis\nVoilÃ , voilÃ , voilÃ , voilÃ  juste ici\nMoi mon rÃªve mon envie, comme j'en crÃ¨ve comme j'en ris\nMe voilÃ  dans le bruit et dans le silence\n\nNe partez pas, j'vous en supplie restez longtemps\nÃ‡a m'sauvera peut-Ãªtre pas, non\nMais faire sans vous j'sais pas comment\nAimez moi comme on aime un ami qui s'en va pour toujours\nJ'veux qu'on m'aime parce que moi je sais pas bien aimer mes contours\n\nVoilÃ , voilÃ , voilÃ , voilÃ  qui je suis\nMe voilÃ  mÃªme si mise Ã  nue c'est fini\nMe voilÃ  dans le bruit et dans la fureur aussi\nRegardez moi enfin et mes yeux et mes mains\nTout c'que j'ai est ici, c'est mÐ° gueule c'eÑ•t mon cri\nMe voilÃ , me voilÃ , me voilÃ \nVoilÃ , voilÃ , voilÃ , voilÃ \n\nVoilÃ ",https://youtube.com/watch?v=Unj9WbeLzRU,,2021-fr,0.110300618921309,0.109637488947834,0.110963748894783,25236667,20210522,428831,31000,Barbara Pravi - VoilÃ  - LIVE - France ðŸ‡«ðŸ‡· - Grand Final - Eurovision 2021,0.0197603501514165,12,9,11.6666666666667,9,14,72,Accurate
2022,ua,Ukraine,Kalush Orchestra,Stefania,1,1,12,6,1,631,1,337,439,192,202,135,Ihor Didenchuk;Tymofii Muzychuk;Vitalii Duzhyk,Ivan Klymenko;Oleh Psiuk,"Stefania\n\nStefania mamo mamo Stefania\nRozkvitaye pole, a vona syviye\nZaspivay meni mamo kolyskovu\nKhochu shche pochuty tvoye ridne slovo\n\nVona mene kolysala dala meni rytm i napevne sylu voli ne zabraty v mene, bo dala vona\nNapevne znala mozhe bilÊ¹she i vid Solomona\nLamanymy dorohamy pryydu ya zavzhdy do tebe\nVona ne rozbudytÊ¹, ne budytÊ¹, mene v sylÊ¹ni buri\nZabere v babuli dvi duli, niby vony kuli\nDuzhe dobre znala mene ne bula obmanuta, yak bula duzhe vtomlena, hoydala mene v takt\nLyuli lyuli lyuliâ€¦\n\nStefania mamo mamo Stefania\nRozkvitaye pole, a vona syviye\nZaspivay meni mamo kolyskovu\nKhochu shche pochuty tvoye ridne slovo\n\nYA ne v pelenakh no ma no ma, khvatytÊ¹, yak by ya ne vyris na vyrist za rechi platytÊ¹\nYA ne mala dytyna, vona dali nervy tratytÊ¹, ya hulyav, shlyak by tebe trafyv\nTy vse moloda o mamo na piku, yakshcho ne tsinyu opiku na piku slavy meni v tupyku\nZabyvayte piku tsyu piku, ya by popik spik, svoyeyu lyubovÊºyu\nLyuli lyuli lyuliâ€¦\n\nStefania mamo mamo Stefania\nRozkvitaye pole, a vona syviye\nZaspivay meni mamo kolyskovu\nKhochu shche pochuty tvoye ridne slovo\n\nStefania mamo mamo Stefania\nRozkvitaye pole, a vona syviye\nZaspivay meni mÐ°mo kolyskovu\nKhochu shche pochuty tvoye ridne Ñ•lovo",https://youtube.com/watch?v=F1fl60ypdLs,,2022-ua,0.135991379310345,0.0827586206896552,0.189224137931034,32952181,20220514,542523,100000,Kalush Orchestra - Stefania - LIVE - Ukraine ðŸ‡ºðŸ‡¦ - Grand Final - Eurovision 2022,0.0258016098089677,8,2,11.6666666666667,26,1,62,"Fixed, was not present"
2013,dk,Denmark,Emmelie de Forest,Only Teardrops,1,1,18,5,1,281,1,167,281,281,,,Julia Fabrin Jakobsen;Lise Cabble;Thomas Stengaard,,"The sky is red tonight\nWe're on the edge tonight\nNo shooting star to guide us\n\nEye for an eye, why tear each other apart?\nPlease tell me why, why do we make it so hard?\nLook at us now, we only got ourselves to blame\nIt's such a shame\n\nHow many times can we win and lose?\nHow many times can we break the rules?\nBetween us â€“ only teardrops\n\nHow many times do we have to fight?\nHow many times till we get it right?\nBetween us â€“ only teardrops\n\nSo come and face me now\nHere on the stage tonight\nLet's leave the past behind us\n\nEye for an eye, why tear each other apart?\nPlease tell me why, why do we make it so hard?\nLook at us now, we only got ourselves to blame\nIt's such a shame\n\nTell me\nHow many times can we win and lose?\nHow many times can we break the rules?\nBetween us â€“ only teardrops\n\nHow many times do we have to fight?\nHow many times till we get it right between us?\nOnly teardrops\n\n(Tell me now) What's gone between us has come between us\nOnly teardrops\n(Tell me now) What's gone between us has come between us\n\nHow many times can we win and lose?\nHow many times can we break the rules?\nBetween us â€“ only teardrops\n\nHow many times do we have to fight?\nHow many times till we get it right?\nBetween us â€“ only teardrops, only teardrops\nOh... only teardrops, only teardrops\n\nHow many times can we win and lose?\nHow many times can we break the rules?\nBetween us â€“ only teardrops\n\nHow many times do we have to fight?\nHow many times till we get it right?\nBetween us â€“ only teardrops",https://youtube.com/watch?v=p3f9v8ebuD4,,2013-dk,0.124226348364279,0.124226348364279,0.124226348364279,4343168,20130518,24313,4300,Emmelie de Forest - Only Teardrops (Denmark) - LIVE - 2013 Grand Final,0.00657678278145605,26,7,11.6666666666667,3,6,55,Accurate
2019,nl,Netherlands,Duncan Laurence,Arcade,1,2,12,16,1,498,1,280,261,237,140,140,Duncan de Moor;Joel SjÃ¶Ã¶;Wouter Hardy,,"A broken heart is all that's left\nI'm still fixing all the cracks\nLost a couple of pieces when\nI carried it, carried it, carried it home\n\nI'm afraid of all I am\nMy mind feels like a foreign land\nSilence ringing inside my head\nPlease, carry me, carry me, carry me home\n\nI spent all of the love I saved\nWe were always a losing game\nSmall-town boy in a big arcade\nI got addicted to a losing game\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game\n\nHow many pennies in the slot?\nGiving us up didn't take a lot\nI saw the end before it begun\nStill I carried, I carried, I carry on\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game\n\nI don't need your games, game over\nGet me off this rollercoaster\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game",https://youtube.com/watch?v=R3D-r4ogr7s,,2019-nl,0.10470984020185,0.099663582842725,0.109756097560976,42151530,20190518,621034,25000,Duncan Laurence - Arcade - ðŸ‡³ðŸ‡± Netherlands - Grand Final - Eurovision 2019,0.0330047146169474,5,13,12,15,16,77,Accurate
2018,il,Israel,Netta Barzilai,Toy,1,1,22,7,1,529,1,283,317,212,116,167,Doron Medalie;Jack White;Stav Beger,Doron Medalie;Stav Beger,"Ree, ouch, he, hm, la\nRee, ouch, he, hm, la\nRee, ouch, he, hm, la\n\nRee, ouch, he, hm, la\nRee, ouch, he, hm, la\nRee, ouch, he, hm, la\n\nLook at me, I'm a beautiful creature\nI don't care 'bout your modern-time preachers\nWelcome boys, too much noise, I will teach ya\nDrum pam pa ooh, drum pam pa ooh\n\nHey, I think you forgot how to play\nMy teddy bear's running away\nThe Barbie got something to say: Hey! Hey! Hey! Hey!\nMy 'Simon says' leave me alone\nI'm taking my Pikachu home\nYou're stupid just like your smartphone\n\nWonder Woman don't you ever forget\nYou're divine and he's about to regret\nHe's a bucka-mhm-buck-buck-buck-mhm boy\nBucka-mhm-buck-buck-buck\nI'm not your bucka-mhm-buck-mhm-buck-mhm\n\nI'm not your toy (Not your toy)\nYou stupid boy (Stupid boy)\nI'll take you down\nI'll make you watch me\nDancing with my dolls\nOn the MadaBaka Beat\nNot your toy (Kulului kululuu. Kulului kululuu)\n\nAh ah, ah ah, ani lo buba\nDon't you go and play with me boy!\nAh ah, ah ah, ani lo buba\nDon't you go and playâ€¦ Shake!\n\n(Kulului kululuu) Wedding bells ringing\n(Kulului kululuu) Money man bling-bling\nI don't care about your Stefa, baby\nDrum pam pa ooh, drum pam pa ooh\n\nWonder Woman don't you ever forget\nYou're divine and he's about to regret\nHe's a bucka-mhm-buck-buck-buck-mhm boy\nBucka-mhm-buck-buck-buck\nI'm not your bucka-mhm-buck-mhm-buck-mhm\n\nI'm not your toy (Not your toy)\nYou stupid boy (Stupid boy)\nI'll take you down\nI'll make you watch me\nDancing with my dolls\nOn the MadaBaka Beat\n\nI'll t-t-t-take you now\nW-w-w-with me now, boy\n\n(I'm not your toy)\nYou stupid boy\nI'll take you down\nI'll make you watch me\nDancing with my dolls\nOn the MadaBaka Beat\n\n(I'm not your toy) Look at me, I'm a beautiful creature\n(You stupid boy) I don't care about your modern time preachers\n(I'm not your toy) Not your toy, not your toy, not your toy, toy\nI'm not your toy, not your toy, not your toy, toy",https://youtube.com/watch?v=84LBjXaeKk4,,2018-il,0.106054530874098,0.0850040096230954,0.1271050521251,52169901,20180512,497655,118000,Netta - Toy - Israel - LIVE - Grand Final - Eurovision 2018,0.0408491149455168,2,11,12.3333333333333,24,11,63,"Fixed, wrong number"
